species,metric,scheme,source_url,retrieved_at,fallback_used,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper
Pseudomonas putida,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,10,0.01,2
Pseudomonas putida,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,59.22,63.64,60.06,63.35
Pseudomonas putida,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4900000,7500000,5300000,7100000
Pseudomonas putida,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,32000,,40000,599470.51
Pseudomonas putida,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4400,7100,4800,6700
Pseudomonas putida,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,136726.91,1807266.57
Pseudomonas putida,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,460,29,390
Pseudomonas syringae,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,89,,99,100
Pseudomonas syringae,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,11,0,1
Pseudomonas syringae,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,58.02,61.07,58.79,59.39
Pseudomonas syringae,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,5400000,6800000,5800000,6300000
Pseudomonas syringae,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,37000,,60000,409791.4
Pseudomonas syringae,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4800,6200,4900,5600
Pseudomonas syringae,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,141898.8,1279805.8
Pseudomonas syringae,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,410,48.2,280
Ralstonia pseudosolanacearum,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,96,,100,100
Ralstonia pseudosolanacearum,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,3,0.01,1
Ralstonia pseudosolanacearum,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,66.43,67.16,66.44,67.08
Ralstonia pseudosolanacearum,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,5300000,6200000,5400000,6200000
Ralstonia pseudosolanacearum,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,33000,,43000,160932.14
Ralstonia pseudosolanacearum,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4700,5600,4800,5600
Ralstonia pseudosolanacearum,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,126708.66,604051
Ralstonia pseudosolanacearum,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,470,111.92,410
Ralstonia solanacearum,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,90,,100,100
Ralstonia solanacearum,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,5,0,1
Ralstonia solanacearum,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,66.31,66.81,66.56,66.78
Ralstonia solanacearum,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,5000000,5900000,5100000,5600000
Ralstonia solanacearum,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,52000,,60000,143422.2
Ralstonia solanacearum,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4300,5300,4500,5000
Ralstonia solanacearum,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,183458.86,574707.1
Ralstonia solanacearum,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,330,104.66,240
Rhizobium leguminosarum,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,95,,99,100
Rhizobium leguminosarum,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,7,0.01,3
Rhizobium leguminosarum,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,60.45,61.18,60.52,60.96
Rhizobium leguminosarum,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6700000,8800000,6900000,7900000
Rhizobium leguminosarum,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,170000,,180000,534092.66
Rhizobium leguminosarum,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6500,8900,6500,7800
Rhizobium leguminosarum,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,439759.18,1576092
Rhizobium leguminosarum,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,250,57.44,220
Salmonella arizonae,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,97,,100,100
Salmonella arizonae,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,7,0,1
Salmonella arizonae,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,51.16,51.57,51.25,51.53
Salmonella arizonae,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4400000,5600000,4400000,4800000
Salmonella arizonae,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,69000,,91000,398355.89
Salmonella arizonae,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4100,5500,4100,4600
Salmonella arizonae,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,203040.11,1560084
Salmonella arizonae,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,200,61,170
Salmonella bongori,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,97,,100,100
Salmonella bongori,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,2,0.03,1
Salmonella bongori,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,51.04,51.47,51.11,51.45
Salmonella bongori,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4300000,4900000,4300000,4800000
Salmonella bongori,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,33000,,40000,519529.26
Salmonella bongori,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,3900,4700,3900,4600
Salmonella bongori,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,122448.88,1528609.46
Salmonella bongori,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,270,48.98,250
Salmonella enterica,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,96,,100,100
Salmonella enterica,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,8,0.01,1
Salmonella enterica,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,51.12,52.38,51.94,52.3
Salmonella enterica,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4400000,5900000,4500000,5100000
Salmonella enterica,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,64000,,90000,728825
Salmonella enterica,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4100,6000,4200,4900
Salmonella enterica,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,203949.88,1602083
Salmonella enterica,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,190,32,160
Serratia bockelmannii,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,97,,100,100
Serratia bockelmannii,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,2,0.01,1
Serratia bockelmannii,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,58.71,59.69,58.92,59.61
Serratia bockelmannii,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4900000,5600000,5000000,5500000
Serratia bockelmannii,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,35000,,92000,1425108.73
Serratia bockelmannii,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4500,5200,4600,5100
Serratia bockelmannii,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,121181.59,2403859.57
Serratia bockelmannii,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,320,24,170
Serratia marcescens,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,90,,100,100
Serratia marcescens,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,9,0,1
Serratia marcescens,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,58.47,60.22,59.46,60.18
Serratia marcescens,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4800000,5900000,4900000,5500000
Serratia marcescens,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,69000,,111000,3106961.64
Serratia marcescens,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4500,5800,4500,5100
Serratia marcescens,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,202537.24,3106961.64
Serratia marcescens,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,200,23,150
Serratia nematodiphila,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,96,,100,100
Serratia nematodiphila,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,1,0.01,1
Serratia nematodiphila,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,59.23,59.84,59.39,59.82
Serratia nematodiphila,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4900000,5400000,5000000,5400000
Serratia nematodiphila,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,20000,,28000,1287990.8
Serratia nematodiphila,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4600,5400,4600,5300
Serratia nematodiphila,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,92936.8,2069951.7
Serratia nematodiphila,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,560,27.3,440
Serratia nevei,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,99,,100,100
Serratia nevei,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,3,0,1
Serratia nevei,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,58.23,60.1,58.41,59.95
Serratia nevei,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4900000,6000000,4900000,5900000
Serratia nevei,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,50000,,62000,684235.35
Serratia nevei,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4500,5900,4600,5700
Serratia nevei,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,157302.17,1965476.1
Serratia nevei,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,420,35,370
Serratia ureilytica,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,96,,100,100
Serratia ureilytica,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,2,0,1
Serratia ureilytica,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,59.11,59.78,59.25,59.77
Serratia ureilytica,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4600000,5500000,5000000,5400000
Serratia ureilytica,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,99000,,141000,3127715
Serratia ureilytica,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,4500,5300,4600,5000
Serratia ureilytica,longest,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,,247105.1,3127715
Serratia ureilytica,no_of_contigs,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,150,22.86,120
Sinorhizobium medicae,Completeness_Specific,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,87,,99,100
Sinorhizobium medicae,Contamination,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,,6,0.03,2
Sinorhizobium medicae,GC_Content,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,60.95,61.27,61.02,61.25
Sinorhizobium medicae,Genome_Size,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6400000,7800000,6400000,7100000
Sinorhizobium medicae,N50,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,31000,,52000,251991.59
Sinorhizobium medicae,Total_Coding_Sequences,qualibact-v1.0,https://raw.githubusercontent.com/cgps-group/qualibact/52ce95333b12510cacad83bd05d3397c467a6b7b/public/api/v2/thresholds.csv,2026-07-13T13:01:09.408008+00:00,True,6100,7700,6200,7000
